"SITENAME","DATE","TIME","SALINITY","TN","TP","TOC","NH4","N.N","NO2","SRP","DOC","NO3","Dataset.ID","Date.EST","Station.ID","ALIAS","Region","SRPFlag","TPFlag","TPReversal","TNReversal","OCReversal"
"SRS6","2007-10-03","11:50",26.1,30.442,1.24,NA,2.51,1.93,0.29,0.11,377.25,1.64,"LT_ND_Grahl_002",2007-10-03,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2007-11-07","10:37",25.3,31.728,0.94,NA,1.3,0.21,0.05,0.02,641,0.16,"LT_ND_Grahl_002",2007-11-07,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2007-12-03","11:10",22.4,32.234,0.4,NA,2.36,2.9,0.39,0.28,780.75,2.5,"LT_ND_Grahl_002",2007-12-03,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2008-01-22","11:00",23.3,44.721,0.62,NA,2.34,2.25,0.19,0.22,867.5,2.06,"LT_ND_Grahl_002",2008-01-22,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2008-02-18","10:55",30.4,40.666,0.94,NA,1.55,1.9,0.35,0.27,651.667,1.55,"LT_ND_Grahl_002",2008-02-18,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2008-03-18","11:55",31.2,19.654,0.5,NA,1.24,0.94,0.25,0.21,688.917,0.7,"LT_ND_Grahl_002",2008-03-18,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2008-04-17","12:10",27.8,32.821,0.83,NA,1.71,2.59,0.35,0.27,680.75,2.24,"LT_ND_Grahl_002",2008-04-17,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2008-05-27","11:10",35.8,24.195,0.84,NA,2.8,2.26,0.51,0.45,705.917,1.76,"LT_ND_Grahl_002",2008-05-27,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2008-06-12","11:15",34.8,23.32,0.8,NA,1.61,1.43,0.33,0.28,615.833,1.09,"LT_ND_Grahl_002",2008-06-12,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2008-07-02","10:50",27.2,31.491,0.72,NA,1.49,1.86,0.29,0.24,720.583,1.57,"LT_ND_Grahl_002",2008-07-02,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2008-08-04","10:25",27,17.298,0.75,NA,2.74,1.5,0.22,0.11,778.5,1.28,"LT_ND_Grahl_002",2008-08-04,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2008-09-25","11:45",20.3,27.462,1,NA,3.39,4.06,0.48,0.19,726,3.59,"LT_ND_Grahl_002",2008-09-25,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2008-10-21","11:40",14.9,16.247,0.37,NA,2.22,1.28,0.28,0.04,850.833,1.01,"LT_ND_Grahl_002",2008-10-21,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2008-11-17","10:40",13.7,20.903,0.29,NA,2.33,1.21,0.27,0.1,852.5,0.94,"LT_ND_Grahl_002",2008-11-17,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2008-12-03","10:45",10.5,24.396,0.23,NA,4.27,1,0.2,0.07,992.5,0.8,"LT_ND_Grahl_002",2008-12-03,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2009-01-07","10:20",20.4,23.654,0.63,NA,1.87,2.26,0.28,0.14,821.083,1.97,"LT_ND_Grahl_002",2009-01-07,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2009-02-04","11:20",25.8,54.243,0.52,NA,1.85,0.84,0.13,0.13,705.583,0.71,"LT_ND_Grahl_002",2009-02-04,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2012-07-10","11:45",14.9,55.684,0.59,NA,3.9,5.69,0.08,0.2,1110.833,5.6,"LT_ND_Grahl_002",2012-07-10,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2012-08-08","11:30",17.6,42.577,0.59,NA,0.87,3.93,0.36,NA,743.25,3.57,"LT_ND_Grahl_002",2012-08-08,"SRS6","SRS6","SRS",1,0,NA,0,NA
"SRS6","2012-09-10","11:40",22,33.833,0.67,NA,0.31,2.03,0.32,0.02,700.583,1.71,"LT_ND_Grahl_002",2012-09-10,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2012-10-17","13:00",18,30.856,0.69,NA,1.66,1.91,0.16,0.05,675.833,1.75,"LT_ND_Grahl_002",2012-10-17,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2012-11-13","11:25",16.5,31.34,0.52,NA,3.48,9.5,0.28,0.8,311.767,3.46,"LT_ND_Grahl_002",2012-11-13,"SRS6","SRS6","SRS",0,0,1,0,NA
"SRS6","2012-12-18","11:35",22.6,27.468,0.65,NA,4.97,6.42,0.37,0.15,760.167,6.05,"LT_ND_Grahl_002",2012-12-18,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2013-01-15","11:00",24.2,24.211,1.23,NA,0.93,1.27,0.17,0.05,660.583,1.1,"LT_ND_Grahl_002",2013-01-15,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2013-02-05","12:15",25,20.132,0.47,NA,0.96,0.88,0.18,0.05,704.75,0.7,"LT_ND_Grahl_002",2013-02-05,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2013-03-07","11:30",27.6,24.265,0.76,NA,0.61,0.52,0.11,0.02,647.917,0.4,"LT_ND_Grahl_002",2013-03-07,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2013-04-02","11:00",31,23.694,0.53,NA,1.74,0.59,0.13,0.03,612.667,0.46,"LT_ND_Grahl_002",2013-04-02,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2013-05-01","10:35",31.2,19.871,0.56,NA,1.09,0.91,0.18,0.12,601.167,0.74,"LT_ND_Grahl_002",2013-05-01,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2013-06-04","10:16",14.2,40.383,0.67,NA,2.85,1.43,0.22,0.1,981.667,1.21,"LT_ND_Grahl_002",2013-06-04,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2013-07-01","11:20",26,29.76,3.14,NA,2.5,1.84,0.27,0.22,671.292,1.57,"LT_ND_Grahl_002",2013-07-01,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2013-08-14","11:40",9.5,27.212,0.64,NA,1.4,1.62,0.35,0.26,713,1.27,"LT_ND_Grahl_002",2013-08-14,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2013-09-05","11:21",12.8,35.362,0.5,NA,2.08,1.64,0.33,0.07,960,1.31,"LT_ND_Grahl_002",2013-09-05,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2013-10-28","11:00",19,31.795,0.69,NA,2.56,4.48,0.42,0.1,789.083,4.07,"LT_ND_Grahl_002",2013-10-28,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2013-11-12","11:00",22.4,30.915,0.51,NA,1.38,3.33,0.39,0.2,661.75,2.94,"LT_ND_Grahl_002",2013-11-12,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2013-12-03","11:30",18.8,31.707,0.49,NA,0.09,1.35,0.19,0.06,774.333,1.17,"LT_ND_Grahl_002",2013-12-03,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2014-01-22","12:04",23.5,26.39,0.46,NA,0.35,0.55,0.06,0.01,764.25,0.49,"LT_ND_Grahl_002",2014-01-22,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2014-02-11","12:00",22.6,25.085,0.61,NA,1.01,3.99,0.43,0.16,596.917,3.56,"LT_ND_Grahl_002",2014-02-11,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2014-03-19","11:30",26.6,25.551,0.78,NA,1.33,1.75,0.28,NA,718.5,1.46,"LT_ND_Grahl_002",2014-03-19,"SRS6","SRS6","SRS",1,0,NA,0,NA
"SRS6","2014-04-09","12:30",32,13.617,0.81,NA,3.78,1.3,0.28,0.14,488.625,1.03,"LT_ND_Grahl_002",2014-04-09,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2014-05-01","11:35",32.7,22.657,0.53,NA,2,1.76,0.33,0.16,572.917,1.43,"LT_ND_Grahl_002",2014-05-01,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2014-06-04","11:30",29.7,30.068,1.16,NA,3.03,5.45,0.66,0.29,752.625,4.79,"LT_ND_Grahl_002",2014-06-04,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2014-07-10","11:30",23,26.973,0.73,NA,1.32,4.62,0.5,0.29,765.583,4.11,"LT_ND_Grahl_002",2014-07-10,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2014-08-13","12:00",22.9,35.073,0.47,NA,1.79,2.18,0.33,0.04,773.917,1.86,"LT_ND_Grahl_002",2014-08-13,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2014-09-09","11:45",19.1,30.465,0.64,NA,2.27,3.13,0.33,0.17,799.833,2.8,"LT_ND_Grahl_002",2014-09-09,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2014-10-07","10:45",22.1,32.462,0.53,NA,2.09,2.75,0.34,0.14,708.583,2.41,"LT_ND_Grahl_002",2014-10-07,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2011-07-06","12:10",34,35.335,0.57,NA,2.71,5.34,0.61,0.19,694.75,4.72,"LT_ND_Grahl_002",2011-07-06,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2011-08-04","12:11",31,40.629,0.4,NA,1.08,2.4,0.47,0.28,709.833,1.93,"LT_ND_Grahl_002",2011-08-04,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2011-09-01","11:30",24.2,41.361,0.73,NA,1.2,3.85,0.45,0.08,967.5,3.4,"LT_ND_Grahl_002",2011-09-01,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2011-10-06","12:40",18.7,52.122,0.54,NA,2.88,3.85,0.34,0.39,1080.833,3.51,"LT_ND_Grahl_002",2011-10-06,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2011-11-01","12:30",9.5,46.868,0.56,NA,4.58,3.72,0.37,0.14,1038.333,3.36,"LT_ND_Grahl_002",2011-11-01,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2011-12-01","13:10",17.1,39.436,0.43,NA,1.2,2.42,0.19,0.21,872.5,2.23,"LT_ND_Grahl_002",2011-12-01,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2012-01-05","11:45",16.3,49.062,0.42,NA,4.51,2.39,0.19,0.19,999.167,2.2,"LT_ND_Grahl_002",2012-01-05,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2012-02-15","12:40",26,30.53,0.48,NA,1.76,2.8,0.32,0.13,688.75,2.48,"LT_ND_Grahl_002",2012-02-15,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2012-03-06","10:30",21.9,51.133,0.34,NA,4.99,2.46,0.34,0.06,1057.5,2.12,"LT_ND_Grahl_002",2012-03-06,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2012-04-10","11:30",33.2,26.242,0.54,NA,2.06,1.75,0.34,0.2,598,1.41,"LT_ND_Grahl_002",2012-04-10,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2012-05-08","11:40",32.1,28.941,0.6,NA,1.07,1.63,0.33,0.15,655.083,1.29,"LT_ND_Grahl_002",2012-05-08,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2012-06-25","12:00",28.2,44.538,0.8,NA,4.06,4.85,0.44,0.23,599.917,4.41,"LT_ND_Grahl_002",2012-06-25,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2015-11-10","11:15",26.2,37.176,0.72,NA,2.27,5.65,0.63,1,823.25,5.03,"LT_ND_Grahl_002",2015-11-10,"SRS6","SRS6","SRS",0,0,1,0,NA
"SRS6","2015-12-01","11:00",26.4,31.575,0.55,NA,2.16,2.21,0.36,0.51,828.417,1.86,"LT_ND_Grahl_002",2015-12-01,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2016-01-05","11:15",18.8,43.004,0.58,NA,3.33,5.11,0.73,1.09,922.5,4.38,"LT_ND_Grahl_002",2016-01-05,"SRS6","SRS6","SRS",0,0,1,0,NA
"SRS6","2016-02-11","11:40",12.3,32.914,0.54,NA,2.46,0.61,0.41,0.83,862.083,0.2,"LT_ND_Grahl_002",2016-02-11,"SRS6","SRS6","SRS",0,0,1,0,NA
"SRS6","2016-03-08","11:40",17.1,32.053,0.62,NA,4.52,1.21,0.68,1.33,1240.833,0.52,"LT_ND_Grahl_002",2016-03-08,"SRS6","SRS6","SRS",0,0,1,0,NA
"SRS6","2016-04-12","11:00",22.1,31.972,1.14,NA,1.15,1.73,0.56,1.03,832.875,1.17,"LT_ND_Grahl_002",2016-04-12,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2016-05-09","11:00",29.3,30.915,0.68,NA,2.05,0.95,0.39,0.85,666.333,0.57,"LT_ND_Grahl_002",2016-05-09,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2016-06-08","11:05",26.7,33.302,1.07,NA,2.12,2.94,0.55,0.69,717.25,2.39,"LT_ND_Grahl_002",2016-06-08,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2016-07-13","11:10",24.5,29.464,0.73,NA,2.9,2.44,0.57,0.81,695.25,1.87,"LT_ND_Grahl_002",2016-07-13,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2016-08-02","11:20",23,30.095,0.52,NA,3.14,1.58,0.6,0.82,798.333,0.98,"LT_ND_Grahl_002",2016-08-02,"SRS6","SRS6","SRS",0,0,1,0,NA
"SRS6","2016-09-01","11:00",22.1,36.978,0.57,NA,2.78,2.86,0.55,0.84,810.417,2.31,"LT_ND_Grahl_002",2016-09-01,"SRS6","SRS6","SRS",0,0,1,0,NA
"SRS6","2016-10-13","11:15",18.3,34.826,0.58,NA,2.96,5.73,0.78,1.1,753.417,4.95,"LT_ND_Grahl_002",2016-10-13,"SRS6","SRS6","SRS",0,0,1,0,NA
"SRS6","2016-11-09","11:15",20.8,32.964,0.62,NA,4.01,2.41,0.58,1.01,693.917,1.83,"LT_ND_Grahl_002",2016-11-09,"SRS6","SRS6","SRS",0,0,1,0,NA
"SRS6","2016-12-05","10:20",18.7,36.722,0.59,NA,5.7,3.36,0.75,1.22,797,2.61,"LT_ND_Grahl_002",2016-12-05,"SRS6","SRS6","SRS",0,0,1,0,NA
"SRS6","2017-01-11","11:50",22.5,31.009,0.6,NA,1.93,1.62,0.44,0.85,768.333,1.18,"LT_ND_Grahl_002",2017-01-11,"SRS6","SRS6","SRS",0,0,1,0,NA
"SRS6","2017-02-08","12:10",26.9,24.404,0.62,NA,1.33,1.3,0.34,0.54,603,0.95,"LT_ND_Grahl_002",2017-02-08,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2017-03-01","11:30",28.8,28.843,0.61,NA,1.36,0.87,0.29,0.39,664.667,0.58,"LT_ND_Grahl_002",2017-03-01,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2017-04-04","11:10",34.4,23.54,0.44,NA,1.95,2.23,0.33,0.33,508.75,1.9,"LT_ND_Grahl_002",2017-04-04,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2017-05-10","10:50",30.7,28.312,0.58,NA,1.7,1.4,0.33,0.33,687.75,1.06,"LT_ND_Grahl_002",2017-05-10,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2017-06-13","10:30",23.4,33.639,0.8,NA,4.04,5.32,0.76,0.82,865.833,4.56,"LT_ND_Grahl_002",2017-06-13,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2017-07-11","10:47",22.9,37.927,0.71,NA,3.33,1.93,0.58,0.86,854.75,1.34,"LT_ND_Grahl_002",2017-07-11,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2017-08-09","10:50",19.3,37.94,0.7,NA,3.84,1.4,0.59,0.97,929.25,0.81,"LT_ND_Grahl_002",2017-08-09,"SRS6","SRS6","SRS",0,0,1,0,NA
"SRS6","2017-10-06","13:00",8.8,42.163,1.43,NA,3.27,1.22,0.29,0.5,3599.833,0.93,"LT_ND_Grahl_002",2017-10-06,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2017-11-01","12:25",8,46.094,1.07,NA,4.16,2.84,0.39,0.55,790.583,2.45,"LT_ND_Grahl_002",2017-11-01,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2017-12-07","11:30",14.4,33.296,1.05,NA,3.75,3.03,0.53,0.91,818.75,2.5,"LT_ND_Grahl_002",2017-12-07,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2018-01-11","11:40",20.7,33.698,0.91,NA,3.71,1.26,0.51,0.91,710.167,0.75,"LT_ND_Grahl_002",2018-01-11,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2018-02-07","13:15",15.8,51.389,0.97,NA,0.7,0.07,0.04,0.02,936.667,NA,"LT_ND_Grahl_002",2018-02-07,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2018-03-13","12:45",27.6,33.255,1.05,NA,0.54,0.51,0.09,0.06,704.75,NA,"LT_ND_Grahl_002",2018-03-13,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2014-11-04","11:35",18.6,37.704,0.4,NA,3.29,1.49,0.13,0.36,889.583,1.36,"LT_ND_Grahl_002",2014-11-04,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2014-12-02","10:50",26,30.2,0.42,NA,0.67,2.47,0.21,0.11,675.75,2.26,"LT_ND_Grahl_002",2014-12-02,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2015-01-08","11:40",18.9,35.213,0.44,NA,1.22,2.68,0.19,0.19,1002.5,2.49,"LT_ND_Grahl_002",2015-01-08,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2015-02-09","12:15",26.1,30.569,0.57,NA,1.8,1.59,0.08,0.07,771.75,1.51,"LT_ND_Grahl_002",2015-02-09,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2015-03-16","11:30",30.4,30.379,0.66,NA,1.45,3.43,0.46,0.18,604,2.96,"LT_ND_Grahl_002",2015-03-16,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2015-04-06","11:30",31.9,25.961,0.78,NA,2.67,1.62,0.26,0.08,2076,1.37,"LT_ND_Grahl_002",2015-04-06,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2015-05-04","12:00",24.8,28.044,0.51,NA,2.82,0.71,0.19,0.19,920.833,0.53,"LT_ND_Grahl_002",2015-05-04,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2015-06-02","11:30",32.6,16.958,1.31,NA,0.05,1.26,0.3,0.05,653.917,0.96,"LT_ND_Grahl_002",2015-06-02,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2015-07-01","11:15",29.6,19.462,0.63,NA,2.56,2,0.38,0.08,679,1.62,"LT_ND_Grahl_002",2015-07-01,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2015-08-12","11:45",31.9,18.118,0.67,NA,1.69,3.08,0.43,0.12,622.667,2.64,"LT_ND_Grahl_002",2015-08-12,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2015-09-15","10:45",22,35.617,0.64,NA,3.14,3.29,0.92,1.08,816.167,2.37,"LT_ND_Grahl_002",2015-09-15,"SRS6","SRS6","SRS",0,0,1,0,NA
"SRS6","2015-10-01","12:15",30.8,24.835,0.57,NA,1.03,1.5,0.28,0.26,475.75,1.22,"LT_ND_Grahl_002",2015-10-01,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2018-06-05","10:36",22.6,39.904,1.42,NA,8.71,1.33,0.62,0.86,868.333,0.72,"LT_ND_Grahl_002",2018-06-05,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2018-07-03","11:00",16.9,39.052,0.93,NA,3.36,2.62,0.34,0.17,469.417,2.28,"LT_ND_Grahl_002",2018-07-03,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2018-04-11","11:20",28.6,34.799,3.21,NA,0.61,0.44,0.1,0.05,726.167,0.35,"LT_ND_Grahl_002",2018-04-11,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2018-05-01","11:20",25.6,42.203,1.08,NA,0.8,0.21,0.08,0.03,930,NA,"LT_ND_Grahl_002",2018-05-01,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2018-10-11","12:15",19,46.049,0.8,NA,2.04,3.35,0.33,0.19,736.417,3.02,"LT_ND_Grahl_002",2018-10-11,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2018-11-05","10:15",17.6,37.075,0.78,NA,2.15,4.3,0.33,0.14,714.5,3.97,"LT_ND_Grahl_002",2018-11-05,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2018-08-08","11:45",25.7,38.626,1.07,NA,1.29,1.4,0.19,0.06,598.167,1.21,"LT_ND_Grahl_002",2018-08-08,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2018-09-10","12:30",24.6,34.159,0.87,NA,2.58,2.04,0.26,0.16,691.333,1.78,"LT_ND_Grahl_002",2018-09-10,"SRS6","SRS6","SRS",0,0,0,0,NA
"SRS6","2018-12-04","12:00",26.1,34.764,0.75,NA,1.4,4.05,0.26,0.25,609.25,3.79,"LT_ND_Grahl_002",2018-12-04,"SRS6","SRS6","SRS",0,0,0,0,NA
"TS/PH1a","2003-06-16","11:15",0,33.285,0.07,572.167,4.01,0.44,0.14,0.02,597.167,0.31,"LT_ND_Rubio_002",2003-06-16,"TS/PH1a","TS/PH1a","TS",0,0,0,0,0
"TS/PH1a","2003-07-22","10:00",0,31.202,NA,609.833,6.74,1.99,0.34,0.03,621.417,1.65,"LT_ND_Rubio_002",2003-07-22,"TS/PH1a","TS/PH1a","TS",0,1,NA,0,0
"TS/PH1a","2003-08-12","10:30",0,51.862,0.1,675.333,3.81,0.28,0.1,0.02,723.917,0.18,"LT_ND_Rubio_002",2003-08-12,"TS/PH1a","TS/PH1a","TS",0,0,0,0,0
"TS/PH1a","2003-09-03","13:45",0,28.844,0.1,642.917,3.54,0.63,0.09,0.01,621.417,0.54,"LT_ND_Rubio_002",2003-09-03,"TS/PH1a","TS/PH1a","TS",0,0,0,0,0
"TS/PH1a","2003-10-15","10:00",0,22.453,0.1,532.333,4.13,0.27,0.11,0.03,564.5,0.16,"LT_ND_Rubio_002",2003-10-15,"TS/PH1a","TS/PH1a","TS",0,0,0,0,0
"TS/PH1a","2003-11-12","11:34",0,26.932,0.44,536.5,2.9,1.14,0.11,NA,593.25,1.02,"LT_ND_Rubio_002",2003-11-12,"TS/PH1a","TS/PH1a","TS",1,0,NA,0,0
"TS/PH1a","2003-12-11","10:30",0,21.429,0.12,603.75,2.73,2.44,0.11,0.02,684.75,2.33,"LT_ND_Rubio_002",2003-12-11,"TS/PH1a","TS/PH1a","TS",0,0,0,0,0
"TS/PH1a","2004-08-19","10:30",0,27.192,0.2,658.667,0.62,3.9,NA,0.05,587.75,1.93,"LT_ND_Rubio_002",2004-08-19,"TS/PH1a","TS/PH1a","TS",0,0,0,0,0
"TS/PH1a","2004-09-27","13:45",0,14.608,0.18,532.667,5.51,4.08,0.12,0.14,601.167,3.95,"LT_ND_Rubio_002",2004-09-27,"TS/PH1a","TS/PH1a","TS",0,0,0,0,0
"TS/PH1a","2004-10-18","09:25",0,21.515,0.11,595.167,3.58,1.87,0.16,0.04,708.25,1.71,"LT_ND_Rubio_002",2004-10-18,"TS/PH1a","TS/PH1a","TS",0,0,0,0,0
"TS/PH1a","2004-11-18","08:37",0,22.475,0.18,682.167,2.96,1.88,0.27,0.05,756.083,1.6,"LT_ND_Rubio_002",2004-11-18,"TS/PH1a","TS/PH1a","TS",0,0,0,0,0
"TS/PH1a","2005-07-27","13:45",0,14.931,0.34,740.667,3.16,1.6,0.21,0.07,NA,1.39,"LT_ND_Rubio_002",2005-07-27,"TS/PH1a","TS/PH1a","TS",0,0,0,0,NA
"TS/PH1a","2005-08-24","13:30",0,19.465,0.12,NA,0.89,0.17,0.08,0,588.417,0.1,"LT_ND_Rubio_002",2005-08-24,"TS/PH1a","TS/PH1a","TS",1,0,0,0,NA
"TS/PH1a","2005-09-27","12:30",0,32.683,0.17,NA,3.03,0.7,0.06,0.03,566.375,0.64,"LT_ND_Rubio_002",2005-09-27,"TS/PH1a","TS/PH1a","TS",0,0,0,0,NA
"TS/PH1a","2005-11-03","12:00",0,27.504,0.82,NA,6.5,0.51,0.13,0,645.417,0.39,"LT_ND_Rubio_002",2005-11-03,"TS/PH1a","TS/PH1a","TS",1,0,0,0,NA
"TS/PH1a","2005-12-21","13:40",0,19.764,0.26,NA,5.17,2.16,0.21,0,806.667,1.96,"LT_ND_Rubio_002",2005-12-21,"TS/PH1a","TS/PH1a","TS",1,0,0,0,NA
"TS/PH1a","2006-01-24","09:50",0,22.441,0.19,NA,4.35,0.58,0.08,0.02,756,0.49,"LT_ND_Rubio_002",2006-01-24,"TS/PH1a","TS/PH1a","TS",0,0,0,0,NA
"TS/PH1a","2006-08-24","09:45",0,24.439,0.19,NA,2.41,1.9,0.2,0,582.583,1.7,"LT_ND_Rubio_002",2006-08-24,"TS/PH1a","TS/PH1a","TS",1,0,0,0,NA
"TS/PH1a","2006-09-26","12:20",0,17.845,0.33,NA,3.66,1.06,0.14,0.02,571,0.91,"LT_ND_Rubio_002",2006-09-26,"TS/PH1a","TS/PH1a","TS",0,0,0,0,NA
"TS/PH1a","2007-07-16","13:30",0,18.721,0.2,NA,1.32,0.28,0.13,0.01,527.833,0.15,"LT_ND_Rubio_002",2007-07-16,"TS/PH1a","TS/PH1a","TS",0,0,0,0,NA
"TS/PH1a","2007-08-16","10:45",0,29.52,0.15,NA,3.12,4.01,0.17,0.01,570.25,3.83,"LT_ND_Rubio_002",2007-08-16,"TS/PH1a","TS/PH1a","TS",0,0,0,0,NA
"TS/PH1a","2007-10-10","11:30",0,31.409,0.28,NA,7.06,2.01,0.2,0.03,615,1.82,"LT_ND_Rubio_002",2007-10-10,"TS/PH1a","TS/PH1a","TS",0,0,0,0,NA
"TS/PH1a","2007-11-05","11:40",0,31.099,0.24,NA,8.98,3.64,0.11,0.04,1076.5,3.53,"LT_ND_Rubio_002",2007-11-05,"TS/PH1a","TS/PH1a","TS",0,0,0,0,NA
"TS/PH1a","2008-09-11","11:15",0,17.256,0.14,NA,5.97,0.7,0.08,0.07,661.167,0.62,"LT_ND_Rubio_002",2008-09-11,"TS/PH1a","TS/PH1a","TS",0,0,0,0,NA
"TS/PH1a","2008-10-08","09:50",0,17.946,0.23,NA,4.52,1.43,0.13,0.03,734.333,1.3,"LT_ND_Rubio_002",2008-10-08,"TS/PH1a","TS/PH1a","TS",0,0,0,0,NA
"TS/PH1a","2008-11-05","10:41",0,22.585,0.18,NA,4.85,0.66,0.08,0.04,704.917,0.58,"LT_ND_Rubio_002",2008-11-05,"TS/PH1a","TS/PH1a","TS",0,0,0,0,NA
"TS/PH1a","2008-12-08","08:20",0,25.804,0.12,NA,8.68,0.68,0.05,0.04,720.083,0.63,"LT_ND_Rubio_002",2008-12-08,"TS/PH1a","TS/PH1a","TS",0,0,0,0,NA
